age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
35;1;1;0;NaN;0;0;1;6;4;36;1;NaN;0;1;1.1;93.994;-36.4;4.857;5191;0
34;9;1;5;0;2;0;0;7;4;107;2;NaN;0;1;-0.1;93.2;-42;4.12;5195.8;0
50;1;1;0;0;2;2;1;7;3;234;3;NaN;0;1;-0.1;93.2;-42;4.153;5195.8;0
25;8;2;3;0;2;0;0;3;3;112;1;NaN;1;0;-2.9;92.469;-33.6;1.044;5076.2;0
51;2;0;6;0;2;0;1;6;1;231;1;NaN;1;0;-1.8;92.893;-46.2;1.299;5099.1;0
32;8;2;3;NaN;2;0;1;6;3;107;1;NaN;0;1;1.1;93.994;-36.4;4.856;5191;0
59;4;1;6;0;2;0;0;2;2;646;3;6;1;2;-3;92.713;-33;0.7;5023.5;0
37;1;1;2;NaN;0;0;0;6;4;138;1;NaN;0;1;-1.8;92.893;-46.2;1.334;5099.1;0
40;1;1;0;0;0;0;0;7;3;181;1;NaN;1;0;-0.1;93.2;-42;4.153;5195.8;0
26;9;2;5;0;2;0;1;4;4;605;1;NaN;0;1;1.4;94.465;-41.8;4.864;5228.1;0
32;0;1;3;0;0;0;0;6;2;84;1;NaN;0;1;-1.8;92.893;-46.2;1.327;5099.1;0
33;4;2;6;0;2;2;0;0;4;1176;1;NaN;0;1;-1.8;93.075;-47.1;1.498;5099.1;1
35;6;1;0;NaN;0;0;1;4;2;140;1;NaN;0;1;1.4;94.465;-41.8;4.961;5228.1;0
32;8;2;6;0;2;0;1;4;4;209;12;NaN;0;1;1.4;94.465;-41.8;4.962;5228.1;0
35;0;1;3;NaN;0;0;0;3;1;356;3;NaN;0;1;1.4;93.918;-42.7;4.962;5228.1;0
31;9;2;6;0;2;0;0;7;1;984;1;NaN;0;1;-0.1;93.2;-42;4.191;5195.8;1
38;1;1;2;0;0;0;1;4;0;693;3;NaN;0;1;1.4;94.465;-41.8;4.959;5228.1;1
30;8;2;3;0;0;0;0;1;3;592;3;NaN;1;0;-1.7;94.027;-38.3;0.899;4991.6;1
32;7;1;3;0;2;0;1;6;4;628;2;NaN;0;1;-1.8;92.893;-46.2;1.27;5099.1;1
44;1;1;2;0;0;0;0;6;2;556;3;NaN;0;1;-1.8;92.893;-46.2;1.327;5099.1;0
35;0;2;6;0;2;0;0;3;1;673;8;NaN;0;1;1.4;93.918;-42.7;4.962;5228.1;0
48;1;1;2;NaN;0;0;1;4;2;454;4;NaN;0;1;1.4;94.465;-41.8;4.958;5228.1;0
52;5;1;6;NaN;0;0;0;7;4;172;1;NaN;1;0;-0.1;93.2;-42;4.12;5195.8;0
41;1;1;2;0;2;2;0;6;0;198;1;NaN;0;1;-1.8;92.893;-46.2;1.313;5099.1;0
65;3;1;0;0;0;0;0;4;1;89;2;NaN;0;1;-2.9;92.963;-40.8;1.266;5076.2;0
43;7;0;3;0;0;0;0;3;1;122;2;NaN;0;1;1.4;93.918;-42.7;4.962;5228.1;0
40;1;1;5;0;0;2;0;7;1;80;1;NaN;1;0;-0.1;93.2;-42;4.191;5195.8;0
30;0;1;6;0;0;0;0;3;0;70;1;NaN;0;1;1.4;93.918;-42.7;4.957;5228.1;0
66;5;0;3;0;0;0;0;3;4;211;1;NaN;1;0;-1.7;94.215;-40.3;0.896;4991.6;0
44;7;2;3;0;0;0;1;4;1;20;1;NaN;0;1;-1.7;94.055;-39.8;0.72;4991.6;0
35;0;1;3;0;2;2;1;4;1;172;1;NaN;0;1;1.4;94.465;-41.8;4.961;5228.1;0
57;4;1;6;NaN;0;0;0;1;4;338;2;NaN;0;1;1.4;93.444;-36.1;4.965;5228.1;0
26;1;2;1;0;0;0;1;4;4;83;2;NaN;0;1;1.4;94.465;-41.8;4.864;5228.1;0
39;10;1;6;0;2;0;1;4;2;72;1;NaN;0;1;1.4;94.465;-41.8;4.958;5228.1;0
45;7;1;1;0;NaN;NaN;1;4;4;173;10;NaN;0;1;1.4;94.465;-41.8;4.864;5228.1;0
35;9;2;5;0;2;0;0;7;2;192;2;NaN;1;0;-3.4;92.649;-30.1;0.714;5017.5;1
42;3;1;6;0;0;0;0;7;1;90;4;NaN;1;0;-0.1;93.2;-42;4.191;5195.8;0
36;0;2;6;0;0;0;0;8;4;146;1;NaN;1;0;-3.4;92.431;-26.9;0.742;5017.5;0
46;0;2;6;0;0;2;0;6;1;195;1;NaN;0;1;-1.8;92.893;-46.2;1.264;5099.1;0
35;6;1;6;0;2;0;0;3;1;192;3;NaN;0;1;1.4;93.918;-42.7;4.962;5228.1;0
24;0;2;3;0;2;0;0;3;4;145;4;NaN;0;1;1.4;93.918;-42.7;4.957;5228.1;0
50;9;1;6;0;2;0;0;1;1;204;5;NaN;0;1;1.4;93.444;-36.1;4.965;5228.1;0
36;0;2;6;0;0;0;0;3;2;67;6;NaN;0;1;1.4;93.918;-42.7;4.968;5228.1;0
39;9;2;5;0;0;0;1;3;2;206;1;NaN;0;1;1.4;93.918;-42.7;4.966;5228.1;0
57;1;1;0;NaN;2;0;0;3;1;769;3;NaN;0;1;1.4;93.918;-42.7;4.96;5228.1;0
42;1;1;0;0;0;0;1;4;3;110;4;NaN;0;1;1.4;94.465;-41.8;4.864;5228.1;0
31;1;2;6;0;0;0;0;3;0;35;3;NaN;0;1;1.4;93.918;-42.7;4.957;5228.1;0
41;0;2;NaN;0;2;2;1;6;1;1111;3;NaN;0;1;1.1;93.994;-36.4;4.857;5191;1
25;1;1;0;0;0;0;0;6;0;114;2;NaN;0;1;-1.8;92.893;-46.2;1.25;5099.1;0
58;1;1;0;0;2;0;1;3;2;48;6;NaN;0;1;1.4;93.918;-42.7;4.962;5228.1;0
33;6;1;6;0;0;0;1;6;3;367;5;NaN;0;1;1.1;93.994;-36.4;4.857;5191;0
42;9;2;NaN;0;0;0;1;6;3;162;4;NaN;0;1;1.1;93.994;-36.4;4.856;5191;0
41;4;1;6;NaN;0;0;1;6;1;213;2;NaN;0;1;1.1;93.994;-36.4;4.857;5191;0
49;1;0;1;0;0;0;0;7;4;55;1;NaN;0;1;-0.1;93.2;-42;4.12;5195.8;0
44;1;1;2;NaN;2;0;1;6;1;33;4;NaN;0;1;1.1;93.994;-36.4;4.857;5191;0
52;7;1;6;0;0;0;1;4;1;119;1;NaN;0;1;1.4;94.465;-41.8;4.96;5228.1;0
26;1;1;2;0;0;0;0;6;4;45;2;NaN;2;0;-1.8;92.893;-46.2;1.334;5099.1;0
43;0;1;3;NaN;0;0;0;6;4;431;2;NaN;0;1;-1.8;92.893;-46.2;1.281;5099.1;0
43;9;1;6;0;2;0;0;1;1;134;4;NaN;0;1;1.4;93.444;-36.1;4.963;5228.1;0
26;3;1;0;0;2;0;0;3;1;149;2;NaN;0;1;1.4;93.918;-42.7;4.96;5228.1;0
34;1;1;1;0;2;0;0;6;3;162;1;NaN;1;0;-1.8;92.893;-46.2;1.344;5099.1;0
24;7;2;3;0;0;0;1;6;1;401;2;NaN;0;1;1.1;93.994;-36.4;4.858;5191;0
33;6;2;6;0;0;0;1;6;0;92;1;NaN;0;1;1.1;93.994;-36.4;4.857;5191;0
38;6;2;NaN;0;0;0;0;3;3;843;8;NaN;0;1;1.4;93.918;-42.7;4.961;5228.1;0
31;1;1;0;NaN;0;0;1;6;1;363;2;NaN;0;1;1.1;93.994;-36.4;4.857;5191;0
32;0;0;6;0;2;0;0;3;2;668;1;NaN;0;1;1.4;93.918;-42.7;4.963;5228.1;0
25;6;2;NaN;0;0;0;0;0;1;131;2;NaN;1;0;-1.8;93.749;-34.6;0.643;5008.7;0
26;0;2;6;0;0;0;1;3;4;342;5;NaN;0;1;1.4;93.918;-42.7;4.963;5228.1;0
56;5;1;0;0;0;0;1;6;4;88;2;NaN;0;1;1.1;93.994;-36.4;4.857;5191;0
38;1;1;1;0;0;0;1;6;2;21;9;NaN;0;1;1.1;93.994;-36.4;4.855;5191;0
37;0;1;3;0;2;0;1;7;0;136;1;NaN;0;1;-3.4;92.649;-30.1;0.716;5017.5;0
22;1;2;2;0;2;2;0;3;1;848;1;NaN;0;1;1.4;93.918;-42.7;4.96;5228.1;1
50;1;1;2;0;0;0;1;4;3;128;6;NaN;0;1;1.4;94.465;-41.8;4.864;5228.1;0
34;1;1;2;0;0;0;1;6;4;606;1;NaN;0;1;1.1;93.994;-36.4;4.859;5191;0
35;9;2;6;0;2;0;0;6;1;271;2;NaN;0;1;-1.8;92.893;-46.2;1.299;5099.1;0
48;7;0;2;0;NaN;NaN;0;6;2;67;7;NaN;0;1;-1.8;92.893;-46.2;1.266;5099.1;0
25;0;1;3;0;0;0;0;3;4;95;1;NaN;0;1;1.4;93.918;-42.7;4.962;5228.1;0
39;1;2;0;0;0;0;0;6;2;93;1;NaN;0;1;-1.8;92.893;-46.2;1.266;5099.1;0
52;9;1;5;0;2;2;0;9;1;211;1;NaN;1;0;-3.4;92.379;-29.8;0.797;5017.5;1
48;9;1;6;0;0;0;0;1;0;239;1;NaN;0;1;1.4;93.444;-36.1;4.964;5228.1;0
44;1;2;2;NaN;2;0;0;0;0;225;3;NaN;2;0;-1.8;93.075;-47.1;1.405;5099.1;0
30;9;2;5;0;2;0;0;1;4;178;2;NaN;0;1;1.4;93.444;-36.1;4.964;5228.1;0
32;4;1;3;0;0;0;1;4;3;206;1;NaN;0;1;1.4;94.465;-41.8;4.864;5228.1;0
52;10;1;6;0;0;0;0;7;0;115;1;NaN;1;0;-0.1;93.2;-42;4.021;5195.8;0
44;1;2;5;0;0;0;0;8;3;123;2;NaN;0;1;-3.4;92.431;-26.9;0.742;5017.5;0
29;0;2;6;0;2;2;0;1;2;254;3;3;1;2;-2.9;92.201;-31.4;0.873;5076.2;1
41;0;1;6;0;0;0;0;1;4;85;5;NaN;0;1;1.4;93.444;-36.1;4.964;5228.1;0
26;9;1;3;0;2;0;1;6;0;305;2;NaN;0;1;1.1;93.994;-36.4;4.855;5191;0
32;0;2;6;0;2;0;0;1;0;233;1;NaN;0;1;1.4;93.444;-36.1;4.966;5228.1;0
31;0;2;6;0;2;0;0;1;3;191;2;NaN;0;1;1.4;93.444;-36.1;4.963;5228.1;0
29;0;2;2;NaN;2;0;1;6;4;198;1;NaN;0;1;1.1;93.994;-36.4;4.857;5191;0
58;1;1;0;NaN;2;0;1;6;2;148;3;NaN;0;1;1.1;93.994;-36.4;4.86;5191;0
56;9;1;0;NaN;NaN;NaN;1;6;3;272;1;NaN;0;1;1.1;93.994;-36.4;4.856;5191;0
23;1;2;5;0;2;0;0;6;0;136;3;NaN;1;0;-1.8;92.893;-46.2;1.25;5099.1;0
50;9;1;5;0;2;0;1;6;0;855;2;NaN;0;1;1.1;93.994;-36.4;4.864;5191;1
29;0;1;6;0;2;0;0;6;1;565;1;NaN;0;1;-1.8;92.893;-46.2;1.244;5099.1;1
31;0;2;6;0;2;2;0;1;2;140;3;NaN;0;1;1.4;93.444;-36.1;4.962;5228.1;0
48;3;1;0;0;0;0;0;1;1;248;1;NaN;0;1;1.4;93.444;-36.1;4.965;5228.1;0
27;1;2;NaN;0;NaN;NaN;0;3;3;81;4;NaN;0;1;1.4;93.918;-42.7;4.961;5228.1;0
24;9;0;5;0;0;0;0;0;0;332;1;NaN;1;0;-1.8;93.075;-47.1;1.405;5099.1;0
35;9;1;3;0;0;0;1;6;4;208;3;NaN;0;1;1.1;93.994;-36.4;4.858;5191;0
42;9;1;6;NaN;0;0;1;4;3;228;1;NaN;0;1;1.4;94.465;-41.8;4.864;5228.1;0
37;0;1;3;0;0;0;0;6;1;14;3;NaN;0;1;-1.8;92.893;-46.2;1.244;5099.1;0
33;0;1;6;0;2;0;0;1;3;118;3;NaN;0;1;1.4;93.444;-36.1;4.963;5228.1;0
58;4;1;6;0;0;0;0;1;1;164;2;NaN;0;1;1.4;93.444;-36.1;4.965;5228.1;0
54;5;1;2;0;2;0;0;3;2;148;1;NaN;0;1;1.4;93.918;-42.7;4.962;5228.1;0
54;9;1;5;0;2;0;0;7;3;149;2;NaN;0;1;-0.1;93.2;-42;4.153;5195.8;0
39;9;2;5;0;0;0;0;1;1;71;1;NaN;0;1;1.4;93.444;-36.1;4.965;5228.1;0
48;0;1;2;NaN;0;0;1;6;2;517;3;NaN;0;1;1.1;93.994;-36.4;4.86;5191;0
34;1;0;0;0;0;0;0;0;0;204;5;NaN;0;1;-1.8;93.075;-47.1;1.405;5099.1;0
28;1;2;2;NaN;0;0;0;6;4;77;3;NaN;0;1;-1.8;92.893;-46.2;1.334;5099.1;0
30;0;2;3;0;0;0;0;1;0;72;1;NaN;0;1;1.4;93.444;-36.1;4.964;5228.1;0
59;5;1;5;0;2;0;1;4;3;77;8;NaN;0;1;1.4;94.465;-41.8;4.864;5228.1;0
29;0;2;3;NaN;2;0;0;3;0;139;2;NaN;0;1;1.4;93.918;-42.7;4.963;5228.1;0
25;0;1;3;0;0;0;1;6;0;498;1;NaN;0;1;1.1;93.994;-36.4;4.855;5191;0
47;0;0;3;0;2;0;0;9;3;159;1;NaN;1;0;-3.4;92.379;-29.8;0.755;5017.5;0
32;0;1;6;0;0;2;0;1;3;301;3;NaN;0;1;1.4;93.444;-36.1;4.965;5228.1;0
30;1;1;1;0;0;0;1;4;3;338;1;NaN;0;1;1.4;94.465;-41.8;4.864;5228.1;0
24;9;2;6;0;0;0;0;8;4;197;1;NaN;0;1;-3.4;92.431;-26.9;0.724;5017.5;0
58;2;1;3;0;0;0;0;9;1;145;1;NaN;2;0;-1.1;94.199;-37.5;0.882;4963.6;0
44;4;1;6;0;0;0;1;6;4;158;2;NaN;0;1;1.1;93.994;-36.4;4.859;5191;0
36;0;1;6;0;2;2;0;9;3;28;2;NaN;0;1;-3.4;92.379;-29.8;0.819;5017.5;0
33;6;0;2;0;2;0;1;6;3;355;1;NaN;0;1;1.1;93.994;-36.4;4.856;5191;0
31;1;2;3;0;0;0;0;3;1;42;6;NaN;0;1;1.4;93.918;-42.7;4.96;5228.1;0
38;0;2;6;NaN;2;0;1;4;3;992;1;NaN;0;1;1.4;94.465;-41.8;4.864;5228.1;1
35;4;1;6;0;2;0;0;1;2;108;4;NaN;0;1;1.4;93.444;-36.1;4.962;5228.1;0
29;1;1;2;0;0;0;0;6;0;202;2;NaN;0;1;-1.8;92.893;-46.2;1.313;5099.1;0
58;4;1;6;0;2;0;0;3;1;260;1;NaN;0;1;1.4;93.918;-42.7;4.96;5228.1;0
43;1;1;0;0;2;0;1;6;3;269;3;NaN;0;1;1.1;93.994;-36.4;4.857;5191;0
55;6;1;0;NaN;NaN;NaN;0;1;2;169;5;NaN;0;1;1.4;93.444;-36.1;4.964;5228.1;0
53;4;1;6;NaN;2;0;1;6;3;186;1;NaN;0;1;1.1;93.994;-36.4;4.856;5191;0
38;2;1;2;0;2;0;0;3;0;215;3;NaN;0;1;1.4;93.918;-42.7;4.957;5228.1;0
36;9;2;5;0;0;0;0;3;2;54;4;NaN;0;1;1.4;93.918;-42.7;4.958;5228.1;0
56;5;1;5;0;0;0;0;1;3;139;2;NaN;0;1;1.4;93.444;-36.1;4.965;5228.1;0
32;0;1;6;0;0;0;1;6;2;99;2;NaN;0;1;1.1;93.994;-36.4;4.86;5191;0
48;1;1;2;0;2;0;1;1;0;67;2;NaN;0;1;1.4;93.444;-36.1;4.964;5228.1;0
31;9;1;6;0;0;0;1;7;1;57;4;NaN;0;1;-3.4;92.649;-30.1;0.714;5017.5;0
50;6;1;0;NaN;2;0;0;1;1;311;1;NaN;0;1;1.4;93.444;-36.1;4.97;5228.1;0
38;7;1;3;NaN;2;0;1;4;1;25;7;NaN;0;1;1.4;94.465;-41.8;4.865;5228.1;0
34;0;2;6;NaN;0;0;1;4;2;17;16;NaN;0;1;1.4;94.465;-41.8;4.866;5228.1;0
41;1;1;0;0;2;0;0;6;3;234;1;NaN;2;0;-1.8;92.893;-46.2;1.344;5099.1;0
51;4;1;6;0;2;0;0;1;2;386;1;NaN;0;1;1.4;93.444;-36.1;4.964;5228.1;0
26;0;2;3;0;0;0;1;6;0;619;2;NaN;0;1;1.1;93.994;-36.4;4.859;5191;1
34;0;2;6;0;0;0;0;9;0;260;3;3;2;2;-3.4;92.379;-29.8;0.773;5017.5;1
41;9;1;6;NaN;2;2;0;0;2;139;1;NaN;0;1;-1.8;93.075;-47.1;1.435;5099.1;0
41;9;1;5;0;NaN;NaN;0;4;3;318;1;4;3;2;-2.9;92.963;-40.8;1.262;5076.2;1
26;1;1;2;0;2;0;1;4;4;71;1;NaN;0;1;1.4;94.465;-41.8;4.864;5228.1;0
32;1;1;1;NaN;2;0;0;6;4;459;1;NaN;0;1;-1.8;92.893;-46.2;1.281;5099.1;1
49;1;1;1;NaN;0;2;0;6;3;354;1;NaN;0;1;-1.8;92.893;-46.2;1.291;5099.1;0
39;9;1;3;0;0;0;0;1;1;225;2;NaN;0;1;1.4;93.444;-36.1;4.965;5228.1;0
38;1;1;2;0;NaN;NaN;1;4;0;144;4;NaN;0;1;1.4;94.465;-41.8;4.967;5228.1;0
52;5;0;5;0;0;0;0;3;3;867;2;NaN;0;1;1.4;93.918;-42.7;4.961;5228.1;0
57;6;1;6;0;0;2;0;3;2;1441;2;NaN;0;1;1.4;93.918;-42.7;4.962;5228.1;1
38;3;1;6;0;0;0;1;4;1;100;5;NaN;0;1;1.4;94.465;-41.8;4.961;5228.1;0
31;0;1;3;0;0;0;0;6;2;172;2;NaN;1;0;-1.8;92.893;-46.2;1.266;5099.1;0
57;1;1;0;NaN;0;0;0;3;0;42;3;NaN;0;1;1.4;93.918;-42.7;4.962;5228.1;0
42;6;1;5;NaN;NaN;NaN;0;6;0;665;1;NaN;0;1;-1.8;92.893;-46.2;1.25;5099.1;0
32;0;1;3;0;2;0;0;3;4;154;1;NaN;0;1;1.4;93.918;-42.7;4.963;5228.1;0
31;1;1;2;0;2;0;1;6;3;97;2;NaN;0;1;1.1;93.994;-36.4;4.856;5191;0
32;2;1;3;0;2;0;0;7;2;356;1;NaN;0;1;-0.1;93.2;-42;4.076;5195.8;0
40;4;1;NaN;0;2;0;1;4;0;170;1;NaN;0;1;1.4;94.465;-41.8;4.959;5228.1;0
58;1;1;0;NaN;2;0;1;4;0;570;2;NaN;0;1;1.4;94.465;-41.8;4.959;5228.1;1
44;0;1;6;0;2;0;1;4;2;351;1;NaN;0;1;1.4;94.465;-41.8;4.958;5228.1;0
46;2;1;NaN;NaN;2;0;1;4;0;86;1;NaN;0;1;1.4;94.465;-41.8;4.967;5228.1;0
47;0;1;1;NaN;2;0;0;0;2;399;2;NaN;1;0;-1.8;93.075;-47.1;1.41;5099.1;0
44;4;1;1;0;2;2;0;5;2;218;1;NaN;0;1;-1.8;92.843;-50;1.757;5099.1;0
39;0;1;3;0;0;0;0;7;4;138;1;NaN;0;1;-0.1;93.2;-42;4.12;5195.8;0
38;9;1;5;0;2;2;0;5;2;63;2;NaN;0;1;-1.8;92.843;-50;1.757;5099.1;1
59;1;1;0;NaN;0;0;1;6;1;293;1;NaN;0;1;1.1;93.994;-36.4;4.857;5191;0
49;4;0;6;0;2;2;0;1;3;138;1;NaN;0;1;-2.9;92.201;-31.4;0.883;5076.2;0
51;0;1;6;0;0;0;1;4;1;295;3;NaN;0;1;-2.9;92.963;-40.8;1.215;5076.2;0
55;10;1;6;0;2;0;0;7;2;303;2;NaN;0;1;-0.1;93.2;-42;4.076;5195.8;0
49;9;0;3;0;2;0;0;3;2;1171;1;NaN;0;1;1.4;93.918;-42.7;4.958;5228.1;0
44;0;1;0;NaN;2;0;0;1;3;222;1;NaN;0;1;1.4;93.444;-36.1;4.968;5228.1;0
29;1;2;3;0;2;2;0;6;4;146;1;NaN;0;1;-1.8;92.893;-46.2;1.281;5099.1;0
49;1;1;NaN;0;0;0;1;6;3;286;1;NaN;0;1;1.1;93.994;-36.4;4.857;5191;0
49;9;1;5;0;0;0;1;4;2;77;1;NaN;0;1;1.4;94.465;-41.8;4.961;5228.1;0
45;0;0;2;NaN;0;0;0;6;2;270;3;NaN;0;1;-1.8;92.893;-46.2;1.327;5099.1;0
39;1;1;2;0;0;0;1;7;2;281;2;NaN;1;0;-0.1;93.2;-42;4.076;5195.8;0
35;1;1;2;NaN;0;0;1;6;4;91;2;NaN;0;1;1.1;93.994;-36.4;4.858;5191;0
55;2;2;NaN;NaN;0;0;1;3;4;542;1;NaN;0;1;1.4;93.918;-42.7;4.963;5228.1;1
30;7;2;3;0;0;0;0;6;1;111;2;NaN;0;1;-1.8;92.893;-46.2;1.244;5099.1;0
26;4;2;6;NaN;2;0;0;3;4;124;1;NaN;0;1;1.4;93.918;-42.7;4.962;5228.1;0
37;9;2;5;0;2;0;0;7;0;347;1;NaN;1;0;-0.1;93.2;-42;4.021;5195.8;0
29;6;1;1;NaN;2;0;1;6;3;32;1;NaN;0;1;1.1;93.994;-36.4;4.857;5191;0
54;1;1;0;0;0;0;0;6;1;50;1;NaN;0;1;-1.8;92.893;-46.2;1.299;5099.1;0
35;9;1;6;0;0;0;0;1;0;224;3;NaN;0;1;-2.9;92.201;-31.4;0.869;5076.2;0
41;9;2;5;0;2;0;0;6;3;175;2;NaN;1;0;-1.8;92.893;-46.2;1.291;5099.1;0
31;9;1;5;0;0;0;1;6;0;258;2;NaN;0;1;1.1;93.994;-36.4;4.855;5191;0
30;0;1;6;0;0;0;0;1;1;514;7;NaN;0;1;1.4;93.444;-36.1;4.963;5228.1;0
43;9;1;5;0;2;0;0;7;3;166;3;NaN;1;0;-0.1;93.2;-42;4.153;5195.8;0
31;1;1;5;0;0;0;1;4;3;70;8;NaN;0;1;1.4;94.465;-41.8;4.961;5228.1;0
33;0;2;6;0;2;0;1;8;2;166;3;6;2;2;-3.4;92.431;-26.9;0.74;5017.5;1
30;4;0;6;0;0;2;1;6;0;164;4;NaN;0;1;1.1;93.994;-36.4;4.857;5191;0
47;0;2;6;0;0;0;0;1;2;429;1;NaN;0;1;1.4;93.444;-36.1;4.963;5228.1;0
32;7;1;5;0;2;0;0;6;3;146;3;NaN;1;0;-1.8;92.893;-46.2;1.291;5099.1;0
49;4;1;6;NaN;2;0;1;3;1;182;12;NaN;0;1;1.4;93.918;-42.7;4.962;5228.1;0
41;9;1;3;0;2;0;1;4;0;145;24;NaN;0;1;1.4;94.465;-41.8;4.959;5228.1;0
60;1;1;5;0;0;0;1;6;3;59;3;NaN;0;1;1.1;93.994;-36.4;4.857;5191;0
42;7;1;3;0;2;0;0;0;1;274;1;NaN;0;1;-1.8;93.075;-47.1;1.405;5099.1;0
39;7;1;3;0;2;0;0;6;2;328;2;6;3;2;-1.8;93.876;-40;0.683;5008.7;1
52;0;1;NaN;0;0;0;0;1;2;331;1;NaN;0;1;1.4;93.444;-36.1;4.963;5228.1;0
29;1;1;1;0;2;0;0;6;2;108;4;NaN;0;1;-1.8;92.893;-46.2;1.266;5099.1;0
40;1;2;5;0;2;0;0;3;2;498;1;NaN;0;1;1.4;93.918;-42.7;4.962;5228.1;0
30;7;1;3;0;0;0;1;6;0;147;2;NaN;0;1;1.1;93.994;-36.4;4.864;5191;0
38;0;1;3;0;0;0;0;6;4;275;1;NaN;0;1;-1.8;92.893;-46.2;1.334;5099.1;0
37;0;1;3;0;0;0;1;6;3;316;2;NaN;0;1;1.1;93.994;-36.4;4.857;5191;0
60;1;0;0;NaN;0;0;0;3;4;105;3;NaN;0;1;1.4;93.918;-42.7;4.963;5228.1;0
26;1;2;2;0;2;0;0;3;1;200;2;NaN;0;1;1.4;93.918;-42.7;4.96;5228.1;0
37;4;1;6;0;0;0;1;4;2;288;1;NaN;0;1;1.4;94.465;-41.8;4.961;5228.1;0
56;7;1;3;NaN;0;2;1;6;0;90;3;NaN;0;1;1.1;93.994;-36.4;4.857;5191;0
44;9;1;3;0;2;2;0;1;0;390;2;NaN;0;1;1.4;93.444;-36.1;4.966;5228.1;0
46;0;1;3;0;0;0;0;6;0;318;2;NaN;1;0;-1.8;92.893;-46.2;1.313;5099.1;0
59;0;1;6;0;0;0;1;8;3;85;1;NaN;0;1;-0.1;93.798;-40.4;4.968;5195.8;1
52;7;1;3;0;2;0;0;1;3;607;5;NaN;0;1;1.4;93.444;-36.1;4.963;5228.1;0
40;9;0;5;0;0;0;0;1;3;279;4;NaN;0;1;1.4;93.444;-36.1;4.965;5228.1;0
44;7;1;3;0;2;0;1;4;0;40;3;NaN;0;1;1.4;94.465;-41.8;4.959;5228.1;0
35;4;1;6;0;2;0;0;7;1;121;1;NaN;0;1;-0.1;93.2;-42;4.191;5195.8;0
33;9;1;5;0;0;0;0;1;0;335;3;NaN;0;1;1.4;93.444;-36.1;4.966;5228.1;0
38;1;1;0;0;2;0;0;6;2;130;2;NaN;0;1;-1.8;92.893;-46.2;1.266;5099.1;0
53;2;1;0;0;2;2;0;0;3;398;2;NaN;0;1;-1.8;93.749;-34.6;0.644;5008.7;1
56;10;0;3;0;2;0;1;6;4;267;1;NaN;0;1;1.1;93.994;-36.4;4.859;5191;0
48;1;1;3;0;2;0;0;1;4;128;6;NaN;0;1;1.4;93.444;-36.1;4.964;5228.1;0
45;0;0;3;0;2;0;0;3;0;800;2;NaN;0;1;1.4;93.918;-42.7;4.962;5228.1;0
56;0;1;6;NaN;0;0;1;6;0;213;4;NaN;0;1;1.1;93.994;-36.4;4.857;5191;0
48;4;1;6;0;2;0;0;8;4;294;1;NaN;1;0;-3.4;92.431;-26.9;0.74;5017.5;1
62;0;1;3;0;0;0;1;5;1;163;2;NaN;0;1;-1.8;92.843;-50;1.52;5099.1;1
24;7;2;3;0;0;0;0;3;2;1150;3;NaN;0;1;1.4;93.918;-42.7;4.958;5228.1;1
33;0;2;3;0;0;0;0;8;1;87;1;NaN;0;1;-3.4;92.431;-26.9;0.731;5017.5;0
49;9;0;5;0;2;0;0;5;3;361;2;NaN;1;0;-1.8;93.369;-34.8;0.635;5008.7;0
54;3;1;5;0;0;0;1;8;1;187;2;NaN;0;1;-3.4;92.431;-26.9;0.739;5017.5;0
57;9;0;6;0;0;2;1;4;3;187;1;NaN;0;1;1.4;94.465;-41.8;4.961;5228.1;0
31;0;2;3;0;0;0;0;7;0;89;1;NaN;0;1;-0.1;93.2;-42;4.021;5195.8;0
51;0;1;6;0;2;0;0;3;2;147;1;NaN;0;1;1.4;93.918;-42.7;4.963;5228.1;0
35;0;2;0;NaN;0;0;1;6;1;95;3;NaN;0;1;1.1;93.994;-36.4;4.857;5191;0
50;9;2;6;0;2;0;1;0;0;634;1;NaN;0;1;-1.8;93.749;-34.6;0.644;5008.7;1
30;0;2;6;0;2;0;0;1;0;83;1;NaN;2;0;-2.9;92.201;-31.4;0.881;5076.2;0
30;1;1;2;0;2;0;0;3;1;245;2;NaN;0;1;1.4;93.918;-42.7;4.962;5228.1;0
32;1;1;1;NaN;0;0;1;6;4;630;3;NaN;1;0;-1.8;92.893;-46.2;1.281;5099.1;0
45;1;2;3;NaN;2;0;0;6;1;8;7;NaN;0;1;-1.8;92.893;-46.2;1.244;5099.1;0
46;0;0;3;0;2;0;0;4;1;372;1;NaN;0;1;-2.9;92.963;-40.8;1.26;5076.2;1
48;1;1;0;0;0;0;1;4;1;984;4;NaN;0;1;1.4;94.465;-41.8;4.865;5228.1;0
31;2;2;6;0;0;0;0;7;2;1855;3;NaN;0;1;-0.1;93.2;-42;4.076;5195.8;0
40;9;1;6;0;2;2;0;6;0;133;2;NaN;0;1;-1.8;92.893;-46.2;1.25;5099.1;0
56;1;NaN;0;0;0;0;0;0;0;422;1;NaN;0;1;-1.8;93.075;-47.1;1.405;5099.1;0
42;9;1;5;0;0;0;0;6;1;377;1;NaN;0;1;-1.8;92.893;-46.2;1.264;5099.1;1
